Day;AnimalsCount;GrassCount;FreeFields;AvgAnimalEnergy;AvgDaysAlive;AvgChildCount;MostPopularGen
1;1086;104;4896;100,000;0,000;0,158;[3  7  3  1  5  1  5  3  1  1  3  0  0  7  2  0  7  2  7  1  0  7  5  2  1  4  2  4  7  3  4  1  6  7  6  5  6  7  6  1  3  7  5  6  0  4  3  2  6  4]
2;1150;107;4893;87,698;0,000;0,261;[3  7  3  1  5  1  5  3  1  1  3  0  0  7  2  0  7  2  7  1  0  7  5  2  1  4  2  4  7  3  4  1  6  7  6  5  6  7  6  1  3  7  5  6  0  4  3  2  6  4]
3;1211;111;4889;78,317;0,000;0,348;[3  7  3  1  5  1  5  3  1  1  3  0  0  7  2  0  7  2  7  1  0  7  5  2  1  4  2  4  7  3  4  1  6  7  6  5  6  7  6  1  3  7  5  6  0  4  3  2  6  4]
4;1264;113;4887;69,822;0,000;0,418;[3  7  3  1  5  1  5  3  1  1  3  0  0  7  2  0  7  2  7  1  0  7  5  2  1  4  2  4  7  3  4  1  6  7  6  5  6  7  6  1  3  7  5  6  0  4  3  2  6  4]
5;1297;106;4894;62,318;0,000;0,458;[3  7  3  1  5  1  5  3  1  1  3  0  0  7  2  0  7  2  7  1  0  7  5  2  1  4  2  4  7  3  4  1  6  7  6  5  6  7  6  1  3  7  5  6  0  4  3  2  6  4]
6;1339;108;4892;56,172;0,000;0,506;[3  7  3  1  5  1  5  3  1  1  3  0  0  7  2  0  7  2  7  1  0  7  5  2  1  4  2  4  7  3  4  1  6  7  6  5  6  7  6  1  3  7  5  6  0  4  3  2  6  4]
7;1361;106;4894;49,768;0,000;0,530;[3  7  3  1  5  1  5  3  1  1  3  0  0  7  2  0  7  2  7  1  0  7  5  2  1  4  2  4  7  3  4  1  6  7  6  5  6  7  6  1  3  7  5  6  0  4  3  2  6  4]
8;1375;120;4880;44,352;7,000;0,545;[3  7  3  1  5  1  5  3  1  1  3  0  0  7  2  0  7  2  7  1  0  7  5  2  1  4  2  4  7  3  4  1  6  7  6  5  6  7  6  1  3  7  5  6  0  4  3  2  6  4]
9;1377;117;4883;39,069;7,000;0,548;[3  7  3  1  5  1  5  3  1  1  3  0  0  7  2  0  7  2  7  1  0  7  5  2  1  4  2  4  7  3  4  1  6  7  6  5  6  7  6  1  3  7  5  6  0  4  3  2  6  4]
10;1343;191;4809;35,201;7,947;0,538;[3  7  3  1  5  1  5  3  1  1  3  0  0  7  2  0  7  2  7  1  0  7  5  2  1  4  2  4  7  3  4  1  6  7  6  5  6  7  6  1  3  7  5  6  0  4  3  2  6  4]
11;1314;250;4750;31,166;8,000;0,528;[3  7  3  1  5  1  5  3  1  1  3  0  0  7  2  0  7  2  7  1  0  7  5  2  1  4  2  4  7  3  4  1  6  7  6  5  6  7  6  1  3  7  5  6  0  4  3  2  6  4]
12;1298;290;4710;26,922;8,000;0,522;[3  7  3  1  5  1  5  3  1  1  3  0  0  7  2  0  7  2  7  1  0  7  5  2  1  4  2  4  7  3  4  1  6  7  6  5  6  7  6  1  3  7  5  6  0  4  3  2  6  4]
13;768;338;4662;38,272;11,347;0,194;[3  6  3  7  0  3  6  2  5  0  7  7  2  3  0  0  1  5  7  2  6  0  4  2  1  0  0  3  6  5  2  7  1  5  1  2  4  6  3  4  0  6  3  6  1  2  1  3  2  5]
14;762;369;4631;34,514;11,315;0,188;[3  6  3  7  0  3  6  2  5  0  7  7  2  3  0  0  1  5  7  2  6  0  4  2  1  0  0  3  6  5  2  7  1  5  1  2  4  6  3  4  0  6  3  6  1  2  1  3  2  5]
15;756;418;4582;31,118;11,293;0,181;[3  6  3  7  0  3  6  2  5  0  7  7  2  3  0  0  1  5  7  2  6  0  4  2  1  0  0  3  6  5  2  7  1  5  1  2  4  6  3  4  0  6  3  6  1  2  1  3  2  5]
16;669;467;4533;30,658;11,717;0,075;[3  3  3  1  4  1  4  1  4  6  3  7  2  1  2  7  3  5  0  7  3  3  0  4  6  7  1  0  2  7  3  4  3  2  2  0  3  2  1  7  2  1  7  5  6  5  1  3  7  1]
17;666;519;4481;26,922;11,702;0,071;[3  3  3  1  4  1  4  1  4  6  3  7  2  1  2  7  3  5  0  7  3  3  0  4  6  7  1  0  2  7  3  4  3  2  2  0  3  2  1  7  2  1  7  5  6  5  1  3  7  1]
18;640;558;4442;23,938;11,845;0,072;[3  3  3  1  4  1  4  1  4  6  3  7  2  1  2  7  3  5  0  7  3  3  0  4  6  7  1  0  2  7  3  4  3  2  2  0  3  2  1  7  2  1  7  5  6  5  1  3  7  1]
19;595;607;4393;21,908;12,134;0,030;[3  3  3  1  4  1  4  1  4  6  3  7  2  1  2  7  3  5  0  7  3  3  0  4  6  7  1  0  2  7  3  4  3  2  2  0  3  2  1  7  2  1  7  5  6  5  1  3  7  1]
20;576;645;4355;18,793;12,219;0,030;[3  3  3  1  4  1  4  1  4  6  3  7  2  1  2  7  3  5  0  7  3  3  0  4  6  7  1  0  2  7  3  4  3  2  2  0  3  2  1  7  2  1  7  5  6  5  1  3  7  1]
21;395;697;4303;22,468;13,578;0,043;[3  3  3  1  4  1  4  1  4  6  3  7  2  1  2  7  3  5  0  7  3  3  0  4  6  7  1  0  2  7  3  4  3  2  2  0  3  2  1  7  2  1  7  5  6  5  1  3  7  1]
22;368;752;4248;20,707;13,701;0,035;[2  4  6  2  7  1  1  5  0  3  4  3  2  6  2  4  6  2  2  3  1  6  7  2  1  6  6  2  6  7  0  5  6  6  2  0  3  6  4  6  5  6  3  5  5  7  5  3  7  7]
23;343;807;4193;18,819;13,788;0,038;[3  5  6  4  3  0  5  1  5  1  7  1  0  3  1  5  6  3  7  3  1  2  6  3  7  3  6  5  3  5  7  6  1  0  1  1  1  5  1  7  6  1  7  6  2  7  5  0  2  2]
24;235;870;4130;23,043;14,577;0,055;[3  5  6  4  3  0  5  1  5  1  7  1  0  3  1  5  6  3  7  3  1  2  6  3  7  3  6  5  3  5  7  6  1  0  1  1  1  5  1  7  6  1  7  6  2  7  5  0  2  2]
25;218;935;4065;21,995;14,653;0,037;[3  5  6  4  3  0  5  1  5  1  7  1  0  3  1  5  6  3  7  3  1  2  6  3  7  3  6  5  3  5  7  6  1  0  1  1  1  5  1  7  6  1  7  6  2  7  5  0  2  2]
26;205;998;4002;20,634;14,713;0,039;[3  5  6  4  3  0  5  1  5  1  7  1  0  3  1  5  6  3  7  3  1  2  6  3  7  3  6  5  3  5  7  6  1  0  1  1  1  5  1  7  6  1  7  6  2  7  5  0  2  2]
27;150;1069;3931;25,067;15,163;0,047;[3  5  6  4  3  0  5  1  5  1  7  1  0  3  1  5  6  3  7  3  1  2  6  3  7  3  6  5  3  5  7  6  1  0  1  1  1  5  1  7  6  1  7  6  2  7  5  0  2  2]
28;142;1142;3858;24,261;15,215;0,035;[3  5  6  4  3  0  5  1  5  1  7  1  0  3  1  5  6  3  7  3  1  2  6  3  7  3  6  5  3  5  7  6  1  0  1  1  1  5  1  7  6  1  7  6  2  7  5  0  2  2]
29;133;1219;3781;23,609;15,269;0,038;[3  5  6  4  3  0  5  1  5  1  7  1  0  3  1  5  6  3  7  3  1  2  6  3  7  3  6  5  3  5  7  6  1  0  1  1  1  5  1  7  6  1  7  6  2  7  5  0  2  2]
30;102;1295;3705;27,647;15,588;0,049;[3  5  6  4  3  0  5  1  5  1  7  1  0  3  1  5  6  3  7  3  1  2  6  3  7  3  6  5  3  5  7  6  1  0  1  1  1  5  1  7  6  1  7  6  2  7  5  0  2  2]
31;98;1370;3630;27,245;15,614;0,041;[3  5  6  4  3  0  5  1  5  1  7  1  0  3  1  5  6  3  7  3  1  2  6  3  7  3  6  5  3  5  7  6  1  0  1  1  1  5  1  7  6  1  7  6  2  7  5  0  2  2]
32;97;1455;3545;26,340;15,622;0,041;[3  5  6  4  3  0  5  1  5  1  7  1  0  3  1  5  6  3  7  3  1  2  6  3  7  3  6  5  3  5  7  6  1  0  1  1  1  5  1  7  6  1  7  6  2  7  5  0  2  2]
33;80;1531;3469;28,688;15,811;0,050;[3  5  6  4  3  0  5  1  5  1  7  1  0  3  1  5  6  3  7  3  1  2  6  3  7  3  6  5  3  5  7  6  1  0  1  1  1  5  1  7  6  1  7  6  2  7  5  0  2  2]
34;77;1614;3386;29,286;15,840;0,039;[1  2  4  2  6  4  4  4  3  5  7  0  5  7  5  3  6  2  7  5  1  3  1  2  7  1  3  3  6  1  2  2  0  7  2  6  2  3  2  2  4  4  5  0  2  5  0  5  0  4]
35;73;1692;3308;29,110;15,877;0,041;[1  2  4  2  6  4  4  4  3  5  7  0  5  7  5  3  6  2  7  5  1  3  1  2  7  1  3  3  6  1  2  2  0  7  2  6  2  3  2  2  4  4  5  0  2  5  0  5  0  4]
36;68;1766;3234;30,735;15,947;0,044;[1  2  4  2  6  4  4  4  3  5  7  0  5  7  5  3  6  2  7  5  1  3  1  2  7  1  3  3  6  1  2  2  0  7  2  6  2  3  2  2  4  4  5  0  2  5  0  5  0  4]
37;64;1847;3153;33,438;15,996;0,031;[1  2  4  2  6  4  4  4  3  5  7  0  5  7  5  3  6  2  7  5  1  3  1  2  7  1  3  3  6  1  2  2  0  7  2  6  2  3  2  2  4  4  5  0  2  5  0  5  0  4]
38;63;1930;3070;33,413;16,010;0,032;[1  2  4  2  6  4  4  4  3  5  7  0  5  7  5  3  6  2  7  5  1  3  1  2  7  1  3  3  6  1  2  2  0  7  2  6  2  3  2  2  4  4  5  0  2  5  0  5  0  4]
39;55;2008;2992;37,182;16,126;0,036;[1  2  4  2  6  4  4  4  3  5  7  0  5  7  5  3  6  2  7  5  1  3  1  2  7  1  3  3  6  1  2  2  0  7  2  6  2  3  2  2  4  4  5  0  2  5  0  5  0  4]
40;54;2030;2970;38,889;16,143;0,019;[1  2  4  2  6  4  4  4  3  5  7  0  5  7  5  3  6  2  7  5  1  3  1  2  7  1  3  3  6  1  2  2  0  7  2  6  2  3  2  2  4  4  5  0  2  5  0  5  0  4]
41;52;2049;2951;40,385;16,172;0,019;[1  2  4  2  6  4  4  4  3  5  7  0  5  7  5  3  6  2  7  5  1  3  1  2  7  1  3  3  6  1  2  2  0  7  2  6  2  3  2  2  4  4  5  0  2  5  0  5  0  4]
42;46;2083;2917;45,543;16,280;0,022;[1  2  4  2  6  4  4  4  3  5  7  0  5  7  5  3  6  2  7  5  1  3  1  2  7  1  3  3  6  1  2  2  0  7  2  6  2  3  2  2  4  4  5  0  2  5  0  5  0  4]
43;46;2096;2904;46,413;16,280;0,022;[1  2  4  2  6  4  4  4  3  5  7  0  5  7  5  3  6  2  7  5  1  3  1  2  7  1  3  3  6  1  2  2  0  7  2  6  2  3  2  2  4  4  5  0  2  5  0  5  0  4]
44;46;2112;2888;48,261;16,280;0,022;[1  2  4  2  6  4  4  4  3  5  7  0  5  7  5  3  6  2  7  5  1  3  1  2  7  1  3  3  6  1  2  2  0  7  2  6  2  3  2  2  4  4  5  0  2  5  0  5  0  4]
45;45;2129;2871;49,556;16,301;0,022;[1  2  4  2  6  4  4  4  3  5  7  0  5  7  5  3  6  2  7  5  1  3  1  2  7  1  3  3  6  1  2  2  0  7  2  6  2  3  2  2  4  4  5  0  2  5  0  5  0  4]
46;44;2145;2855;53,068;16,319;0,023;[1  2  4  2  6  4  4  4  3  5  7  0  5  7  5  3  6  2  7  5  1  3  1  2  7  1  3  3  6  1  2  2  0  7  2  6  2  3  2  2  4  4  5  0  2  5  0  5  0  4]
47;44;2158;2842;55,227;16,319;0,023;[1  2  4  2  6  4  4  4  3  5  7  0  5  7  5  3  6  2  7  5  1  3  1  2  7  1  3  3  6  1  2  2  0  7  2  6  2  3  2  2  4  4  5  0  2  5  0  5  0  4]
48;43;2178;2822;58,023;16,342;0,023;[1  2  4  2  6  4  4  4  3  5  7  0  5  7  5  3  6  2  7  5  1  3  1  2  7  1  3  3  6  1  2  2  0  7  2  6  2  3  2  2  4  4  5  0  2  5  0  5  0  4]
49;43;2189;2811;58,256;16,342;0,023;[1  2  4  2  6  4  4  4  3  5  7  0  5  7  5  3  6  2  7  5  1  3  1  2  7  1  3  3  6  1  2  2  0  7  2  6  2  3  2  2  4  4  5  0  2  5  0  5  0  4]
50;43;2204;2796;60,233;16,342;0,023;[1  2  4  2  6  4  4  4  3  5  7  0  5  7  5  3  6  2  7  5  1  3  1  2  7  1  3  3  6  1  2  2  0  7  2  6  2  3  2  2  4  4  5  0  2  5  0  5  0  4]
51;40;2229;2771;64,625;16,409;0,025;[1  2  4  2  6  4  4  4  3  5  7  0  5  7  5  3  6  2  7  5  1  3  1  2  7  1  3  3  6  1  2  2  0  7  2  6  2  3  2  2  4  4  5  0  2  5  0  5  0  4]
52;40;2244;2756;64,875;16,409;0,025;[1  2  4  2  6  4  4  4  3  5  7  0  5  7  5  3  6  2  7  5  1  3  1  2  7  1  3  3  6  1  2  2  0  7  2  6  2  3  2  2  4  4  5  0  2  5  0  5  0  4]
53;39;2265;2735;66,795;16,431;0,026;[1  2  4  2  6  4  4  4  3  5  7  0  5  7  5  3  6  2  7  5  1  3  1  2  7  1  3  3  6  1  2  2  0  7  2  6  2  3  2  2  4  4  5  0  2  5  0  5  0  4]
54;36;2292;2708;74,028;16,513;0,028;[1  2  4  2  6  4  4  4  3  5  7  0  5  7  5  3  6  2  7  5  1  3  1  2  7  1  3  3  6  1  2  2  0  7  2  6  2  3  2  2  4  4  5  0  2  5  0  5  0  4]
55;36;2306;2694;76,528;16,513;0,028;[1  2  4  2  6  4  4  4  3  5  7  0  5  7  5  3  6  2  7  5  1  3  1  2  7  1  3  3  6  1  2  2  0  7  2  6  2  3  2  2  4  4  5  0  2  5  0  5  0  4]
56;36;2319;2681;78,611;16,513;0,028;[1  2  4  2  6  4  4  4  3  5  7  0  5  7  5  3  6  2  7  5  1  3  1  2  7  1  3  3  6  1  2  2  0  7  2  6  2  3  2  2  4  4  5  0  2  5  0  5  0  4]
57;36;2333;2667;80,278;16,513;0,028;[1  2  4  2  6  4  4  4  3  5  7  0  5  7  5  3  6  2  7  5  1  3  1  2  7  1  3  3  6  1  2  2  0  7  2  6  2  3  2  2  4  4  5  0  2  5  0  5  0  4]
58;36;2342;2658;81,528;16,513;0,028;[1  2  4  2  6  4  4  4  3  5  7  0  5  7  5  3  6  2  7  5  1  3  1  2  7  1  3  3  6  1  2  2  0  7  2  6  2  3  2  2  4  4  5  0  2  5  0  5  0  4]
59;36;2353;2647;85,278;16,513;0,028;[1  2  4  2  6  4  4  4  3  5  7  0  5  7  5  3  6  2  7  5  1  3  1  2  7  1  3  3  6  1  2  2  0  7  2  6  2  3  2  2  4  4  5  0  2  5  0  5  0  4]
60;35;2371;2629;90,286;16,544;0,029;[1  2  4  2  6  4  4  4  3  5  7  0  5  7  5  3  6  2  7  5  1  3  1  2  7  1  3  3  6  1  2  2  0  7  2  6  2  3  2  2  4  4  5  0  2  5  0  5  0  4]
61;35;2383;2617;93,000;16,544;0,029;[1  2  4  2  6  4  4  4  3  5  7  0  5  7  5  3  6  2  7  5  1  3  1  2  7  1  3  3  6  1  2  2  0  7  2  6  2  3  2  2  4  4  5  0  2  5  0  5  0  4]
62;35;2398;2602;97,000;16,544;0,029;[1  2  4  2  6  4  4  4  3  5  7  0  5  7  5  3  6  2  7  5  1  3  1  2  7  1  3  3  6  1  2  2  0  7  2  6  2  3  2  2  4  4  5  0  2  5  0  5  0  4]
63;35;2412;2588;97,571;16,544;0,029;[1  2  4  2  6  4  4  4  3  5  7  0  5  7  5  3  6  2  7  5  1  3  1  2  7  1  3  3  6  1  2  2  0  7  2  6  2  3  2  2  4  4  5  0  2  5  0  5  0  4]
64;35;2429;2571;100,286;16,544;0,029;[1  2  4  2  6  4  4  4  3  5  7  0  5  7  5  3  6  2  7  5  1  3  1  2  7  1  3  3  6  1  2  2  0  7  2  6  2  3  2  2  4  4  5  0  2  5  0  5  0  4]
65;35;2445;2555;102,571;16,544;0,029;[1  2  4  2  6  4  4  4  3  5  7  0  5  7  5  3  6  2  7  5  1  3  1  2  7  1  3  3  6  1  2  2  0  7  2  6  2  3  2  2  4  4  5  0  2  5  0  5  0  4]
66;35;2459;2541;104,857;16,544;0,029;[1  2  4  2  6  4  4  4  3  5  7  0  5  7  5  3  6  2  7  5  1  3  1  2  7  1  3  3  6  1  2  2  0  7  2  6  2  3  2  2  4  4  5  0  2  5  0  5  0  4]
67;35;2468;2532;107,571;16,544;0,029;[1  2  4  2  6  4  4  4  3  5  7  0  5  7  5  3  6  2  7  5  1  3  1  2  7  1  3  3  6  1  2  2  0  7  2  6  2  3  2  2  4  4  5  0  2  5  0  5  0  4]
68;35;2477;2523;111,571;16,544;0,029;[1  2  4  2  6  4  4  4  3  5  7  0  5  7  5  3  6  2  7  5  1  3  1  2  7  1  3  3  6  1  2  2  0  7  2  6  2  3  2  2  4  4  5  0  2  5  0  5  0  4]
69;34;2496;2504;118,529;16,575;0,029;[1  2  4  2  6  4  4  4  3  5  7  0  5  7  5  3  6  2  7  5  1  3  1  2  7  1  3  3  6  1  2  2  0  7  2  6  2  3  2  2  4  4  5  0  2  5  0  5  0  4]
70;34;2511;2489;119,706;16,575;0,029;[1  2  4  2  6  4  4  4  3  5  7  0  5  7  5  3  6  2  7  5  1  3  1  2  7  1  3  3  6  1  2  2  0  7  2  6  2  3  2  2  4  4  5  0  2  5  0  5  0  4]
71;34;2523;2477;120,000;16,575;0,029;[1  2  4  2  6  4  4  4  3  5  7  0  5  7  5  3  6  2  7  5  1  3  1  2  7  1  3  3  6  1  2  2  0  7  2  6  2  3  2  2  4  4  5  0  2  5  0  5  0  4]
72;34;2532;2468;121,176;16,575;0,029;[1  2  4  2  6  4  4  4  3  5  7  0  5  7  5  3  6  2  7  5  1  3  1  2  7  1  3  3  6  1  2  2  0  7  2  6  2  3  2  2  4  4  5  0  2  5  0  5  0  4]
73;34;2547;2453;124,559;16,575;0,029;[1  2  4  2  6  4  4  4  3  5  7  0  5  7  5  3  6  2  7  5  1  3  1  2  7  1  3  3  6  1  2  2  0  7  2  6  2  3  2  2  4  4  5  0  2  5  0  5  0  4]
74;34;2559;2441;124,412;16,575;0,029;[1  2  4  2  6  4  4  4  3  5  7  0  5  7  5  3  6  2  7  5  1  3  1  2  7  1  3  3  6  1  2  2  0  7  2  6  2  3  2  2  4  4  5  0  2  5  0  5  0  4]
75;33;2574;2426;129,394;16,612;0,030;[1  2  4  2  6  4  4  4  3  5  7  0  5  7  5  3  6  2  7  5  1  3  1  2  7  1  3  3  6  1  2  2  0  7  2  6  2  3  2  2  4  4  5  0  2  5  0  5  0  4]
76;33;2588;2412;132,121;16,612;0,030;[1  2  4  2  6  4  4  4  3  5  7  0  5  7  5  3  6  2  7  5  1  3  1  2  7  1  3  3  6  1  2  2  0  7  2  6  2  3  2  2  4  4  5  0  2  5  0  5  0  4]
77;33;2601;2399;131,212;16,612;0,030;[1  2  4  2  6  4  4  4  3  5  7  0  5  7  5  3  6  2  7  5  1  3  1  2  7  1  3  3  6  1  2  2  0  7  2  6  2  3  2  2  4  4  5  0  2  5  0  5  0  4]
78;33;2615;2385;132,121;16,612;0,030;[1  2  4  2  6  4  4  4  3  5  7  0  5  7  5  3  6  2  7  5  1  3  1  2  7  1  3  3  6  1  2  2  0  7  2  6  2  3  2  2  4  4  5  0  2  5  0  5  0  4]
79;33;2630;2370;133,030;16,612;0,030;[1  2  4  2  6  4  4  4  3  5  7  0  5  7  5  3  6  2  7  5  1  3  1  2  7  1  3  3  6  1  2  2  0  7  2  6  2  3  2  2  4  4  5  0  2  5  0  5  0  4]
80;33;2647;2353;133,485;16,612;0,030;[1  2  4  2  6  4  4  4  3  5  7  0  5  7  5  3  6  2  7  5  1  3  1  2  7  1  3  3  6  1  2  2  0  7  2  6  2  3  2  2  4  4  5  0  2  5  0  5  0  4]
81;32;2667;2333;138,125;16,656;0,031;[1  2  4  2  6  4  4  4  3  5  7  0  5  7  5  3  6  2  7  5  1  3  1  2  7  1  3  3  6  1  2  2  0  7  2  6  2  3  2  2  4  4  5  0  2  5  0  5  0  4]
82;31;2680;2320;142,742;16,702;0,032;[1  2  4  2  6  4  4  4  3  5  7  0  5  7  5  3  6  2  7  5  1  3  1  2  7  1  3  3  6  1  2  2  0  7  2  6  2  3  2  2  4  4  5  0  2  5  0  5  0  4]
83;31;2694;2306;144,516;16,702;0,032;[1  2  4  2  6  4  4  4  3  5  7  0  5  7  5  3  6  2  7  5  1  3  1  2  7  1  3  3  6  1  2  2  0  7  2  6  2  3  2  2  4  4  5  0  2  5  0  5  0  4]
84;31;2706;2294;145,323;16,702;0,032;[1  2  4  2  6  4  4  4  3  5  7  0  5  7  5  3  6  2  7  5  1  3  1  2  7  1  3  3  6  1  2  2  0  7  2  6  2  3  2  2  4  4  5  0  2  5  0  5  0  4]
85;31;2720;2280;146,613;16,702;0,032;[1  2  4  2  6  4  4  4  3  5  7  0  5  7  5  3  6  2  7  5  1  3  1  2  7  1  3  3  6  1  2  2  0  7  2  6  2  3  2  2  4  4  5  0  2  5  0  5  0  4]
86;31;2736;2264;146,935;16,702;0,032;[1  2  4  2  6  4  4  4  3  5  7  0  5  7  5  3  6  2  7  5  1  3  1  2  7  1  3  3  6  1  2  2  0  7  2  6  2  3  2  2  4  4  5  0  2  5  0  5  0  4]
87;32;2750;2250;146,290;16,702;0,094;[1  2  4  2  6  4  4  4  3  5  7  0  5  7  5  3  6  2  7  5  1  3  1  2  7  1  3  3  6  1  2  2  0  7  2  6  2  3  2  2  4  4  5  0  2  5  0  5  0  4]
88;32;2763;2237;142,031;16,702;0,094;[1  2  4  2  6  4  4  4  3  5  7  0  5  7  5  3  6  2  7  5  1  3  1  2  7  1  3  3  6  1  2  2  0  7  2  6  2  3  2  2  4  4  5  0  2  5  0  5  0  4]
89;32;2777;2223;143,125;16,702;0,094;[1  2  4  2  6  4  4  4  3  5  7  0  5  7  5  3  6  2  7  5  1  3  1  2  7  1  3  3  6  1  2  2  0  7  2  6  2  3  2  2  4  4  5  0  2  5  0  5  0  4]
90;32;2791;2209;144,688;16,702;0,094;[1  2  4  2  6  4  4  4  3  5  7  0  5  7  5  3  6  2  7  5  1  3  1  2  7  1  3  3  6  1  2  2  0  7  2  6  2  3  2  2  4  4  5  0  2  5  0  5  0  4]
91;31;2810;2190;151,452;16,753;0,097;[1  2  4  2  6  4  4  4  3  5  7  0  5  7  5  3  6  2  7  5  1  3  1  2  7  1  3  3  6  1  2  2  0  7  2  6  2  3  2  2  4  4  5  0  2  5  0  5  0  4]
92;31;2824;2176;151,774;16,753;0,097;[1  2  4  2  6  4  4  4  3  5  7  0  5  7  5  3  6  2  7  5  1  3  1  2  7  1  3  3  6  1  2  2  0  7  2  6  2  3  2  2  4  4  5  0  2  5  0  5  0  4]
93;31;2836;2164;154,032;16,753;0,097;[1  2  4  2  6  4  4  4  3  5  7  0  5  7  5  3  6  2  7  5  1  3  1  2  7  1  3  3  6  1  2  2  0  7  2  6  2  3  2  2  4  4  5  0  2  5  0  5  0  4]
94;31;2852;2148;157,258;16,753;0,097;[1  2  4  2  6  4  4  4  3  5  7  0  5  7  5  3  6  2  7  5  1  3  1  2  7  1  3  3  6  1  2  2  0  7  2  6  2  3  2  2  4  4  5  0  2  5  0  5  0  4]
95;31;2869;2131;159,032;16,753;0,097;[1  2  4  2  6  4  4  4  3  5  7  0  5  7  5  3  6  2  7  5  1  3  1  2  7  1  3  3  6  1  2  2  0  7  2  6  2  3  2  2  4  4  5  0  2  5  0  5  0  4]
96;31;2881;2119;158,387;16,753;0,097;[1  2  4  2  6  4  4  4  3  5  7  0  5  7  5  3  6  2  7  5  1  3  1  2  7  1  3  3  6  1  2  2  0  7  2  6  2  3  2  2  4  4  5  0  2  5  0  5  0  4]
97;31;2894;2106;161,613;16,753;0,097;[1  2  4  2  6  4  4  4  3  5  7  0  5  7  5  3  6  2  7  5  1  3  1  2  7  1  3  3  6  1  2  2  0  7  2  6  2  3  2  2  4  4  5  0  2  5  0  5  0  4]
98;31;2913;2087;167,833;16,807;0,161;[1  2  4  2  6  4  4  4  3  5  7  0  5  7  5  3  6  2  7  5  1  3  1  2  7  1  3  3  6  1  2  2  0  7  2  6  2  3  2  2  4  4  5  0  2  5  0  5  0  4]
99;32;2925;2075;164,355;16,807;0,219;[1  2  4  2  6  4  4  4  3  5  7  0  5  7  5  3  6  2  7  5  1  3  1  2  7  1  3  3  6  1  2  2  0  7  2  6  2  3  2  2  4  4  5  0  2  5  0  5  0  4]
100;32;2940;2060;162,344;16,807;0,219;[1  2  4  2  6  4  4  4  3  5  7  0  5  7  5  3  6  2  7  5  1  3  1  2  7  1  3  3  6  1  2  2  0  7  2  6  2  3  2  2  4  4  5  0  2  5  0  5  0  4]
101;32;2956;2044;164,375;16,807;0,219;[1  2  4  2  6  4  4  4  3  5  7  0  5  7  5  3  6  2  7  5  1  3  1  2  7  1  3  3  6  1  2  2  0  7  2  6  2  3  2  2  4  4  5  0  2  5  0  5  0  4]
102;32;2968;2032;164,063;16,807;0,219;[1  2  4  2  6  4  4  4  3  5  7  0  5  7  5  3  6  2  7  5  1  3  1  2  7  1  3  3  6  1  2  2  0  7  2  6  2  3  2  2  4  4  5  0  2  5  0  5  0  4]
103;32;2982;2018;167,031;16,807;0,219;[1  2  4  2  6  4  4  4  3  5  7  0  5  7  5  3  6  2  7  5  1  3  1  2  7  1  3  3  6  1  2  2  0  7  2  6  2  3  2  2  4  4  5  0  2  5  0  5  0  4]
104;32;2994;2006;168,125;16,807;0,219;[1  2  4  2  6  4  4  4  3  5  7  0  5  7  5  3  6  2  7  5  1  3  1  2  7  1  3  3  6  1  2  2  0  7  2  6  2  3  2  2  4  4  5  0  2  5  0  5  0  4]
105;32;3011;1989;170,156;16,807;0,219;[1  2  4  2  6  4  4  4  3  5  7  0  5  7  5  3  6  2  7  5  1  3  1  2  7  1  3  3  6  1  2  2  0  7  2  6  2  3  2  2  4  4  5  0  2  5  0  5  0  4]
106;33;3024;1976;169,844;16,807;0,273;[1  2  4  2  6  4  4  4  3  5  7  0  5  7  5  3  6  2  7  5  1  3  1  2  7  1  3  3  6  1  2  2  0  7  2  6  2  3  2  2  4  4  5  0  2  5  0  5  0  4]
107;33;3035;1965;165,758;16,807;0,273;[1  2  4  2  6  4  4  4  3  5  7  0  5  7  5  3  6  2  7  5  1  3  1  2  7  1  3  3  6  1  2  2  0  7  2  6  2  3  2  2  4  4  5  0  2  5  0  5  0  4]
108;33;3046;1954;169,394;16,807;0,273;[1  2  4  2  6  4  4  4  3  5  7  0  5  7  5  3  6  2  7  5  1  3  1  2  7  1  3  3  6  1  2  2  0  7  2  6  2  3  2  2  4  4  5  0  2  5  0  5  0  4]
109;33;3060;1940;170,758;16,807;0,273;[1  2  4  2  6  4  4  4  3  5  7  0  5  7  5  3  6  2  7  5  1  3  1  2  7  1  3  3  6  1  2  2  0  7  2  6  2  3  2  2  4  4  5  0  2  5  0  5  0  4]
110;33;3073;1927;170,303;16,807;0,273;[1  2  4  2  6  4  4  4  3  5  7  0  5  7  5  3  6  2  7  5  1  3  1  2  7  1  3  3  6  1  2  2  0  7  2  6  2  3  2  2  4  4  5  0  2  5  0  5  0  4]
111;33;3084;1916;170,303;16,807;0,273;[1  2  4  2  6  4  4  4  3  5  7  0  5  7  5  3  6  2  7  5  1  3  1  2  7  1  3  3  6  1  2  2  0  7  2  6  2  3  2  2  4  4  5  0  2  5  0  5  0  4]
112;33;3096;1904;172,121;16,807;0,273;[1  2  4  2  6  4  4  4  3  5  7  0  5  7  5  3  6  2  7  5  1  3  1  2  7  1  3  3  6  1  2  2  0  7  2  6  2  3  2  2  4  4  5  0  2  5  0  5  0  4]
