Day,AnimalsCount,GrassCount,FreeFields,AvgAnimalEnergy,AvgDaysAlive,AvgChildCount,MostPopularGen
153,267,3365,1635,95.95785440613027,18.434288674302522,1.632183908045977,[2  6  0  7  2  7  6  5  2  5]
154,267,3368,1632,98.06201550387597,18.53125915355852,1.6434108527131783,[0  3  7  5  1  1  3  4  4  3]
155,268,3372,1628,96.82509505703422,18.646869424897748,1.623574144486692,[0  3  7  5  1  1  3  4  4  3]
156,274,3373,1627,96.93181818181819,18.732913714184097,1.6098484848484849,[0  3  7  5  1  1  3  4  4  3]
157,272,3388,1612,96.46067415730337,18.928432986356437,1.591760299625468,[0  3  7  5  1  1  3  4  4  3]
158,274,3387,1613,96.9622641509434,18.938297886349616,1.618867924528302,[0  3  7  5  1  1  3  4  4  3]
159,274,3387,1613,97.31203007518798,18.94203084579453,1.6390977443609023,[0  3  7  5  1  1  3  4  4  3]
160,267,3396,1604,100.21153846153847,19.12370476318932,1.6384615384615384,[0  3  7  5  1  1  3  4  4  3]
161,272,3407,1593,98.93939393939394,19.183190686630653,1.6477272727272727,[0  3  7  5  1  1  3  4  4  3]
162,270,3404,1596,98.62264150943396,19.321711186187216,1.6528301886792454,[0  3  7  5  1  1  3  4  4  3]
163,269,3409,1591,99.07894736842105,19.360092156381544,1.6578947368421053,[0  3  7  5  1  1  3  4  4  3]
164,266,3404,1596,100.95419847328245,19.38939023206871,1.6641221374045803,[0  3  7  5  1  1  3  4  4  3]
165,268,3417,1583,102.75,19.396024170344084,1.6807692307692308,[0  3  7  5  1  1  3  4  4  3]
166,269,3424,1576,101.98473282442748,19.422218059201942,1.6946564885496183,[0  3  7  5  1  1  3  4  4  3]
167,269,3422,1578,100.3932584269663,19.439147813911685,1.700374531835206,[0  3  7  5  1  1  3  4  4  3]
168,269,3426,1574,103.05343511450381,19.583489432387545,1.6717557251908397,[0  3  7  5  1  1  3  4  4  3]
169,269,3442,1558,103.15589353612167,19.641947566370593,1.6920152091254752,[0  3  7  5  1  1  3  4  4  3]
170,267,3444,1556,104.13461538461539,19.68317876951202,1.7115384615384615,[0  3  7  5  1  1  3  4  4  3]
171,263,3446,1554,106.01167315175097,19.886108786140234,1.7237354085603114,[0  3  7  5  1  1  3  4  4  3]
172,265,3449,1551,105.5,19.94956947466782,1.7423076923076923,[0  3  7  5  1  1  3  4  4  3]
173,259,3440,1560,107.75390625,20.039388215983383,1.74609375,[0  3  7  5  1  1  3  4  4  3]
174,261,3439,1561,111.31474103585657,20.13578728000478,1.745019920318725,[0  3  7  5  1  1  3  4  4  3]
175,257,3444,1556,110.15625,20.176783436549254,1.76171875,[0  3  7  5  1  1  3  4  4  3]
176,256,3449,1551,113.83534136546184,20.308268054206255,1.751004016064257,[0  3  7  5  1  1  3  4  4  3]
177,257,3453,1547,113.64541832669323,20.40342175851839,1.7370517928286853,[0  3  7  5  1  1  3  4  4  3]
178,262,3459,1541,113.03149606299213,20.417290312148783,1.7519685039370079,[0  3  7  5  1  1  3  4  4  3]
179,263,3466,1534,112.2568093385214,20.517689228738167,1.7626459143968871,[0  3  7  5  1  1  3  4  4  3]
180,259,3477,1523,112.68482490272373,20.733464310338636,1.6964980544747081,[6  0  4  0  1  3  2  6  5  5]
181,259,3476,1524,114.21259842519684,20.75277498848512,1.6968503937007875,[6  0  4  0  1  3  2  6  5  5]
182,259,3492,1508,115.63241106719367,20.7896753014627,1.7035573122529644,[6  0  4  0  1  3  2  6  5  5]
183,263,3489,1511,113.81322957198444,20.76162641872615,1.715953307392996,[6  0  4  0  1  3  2  6  5  5]
184,263,3494,1506,114.8249027237354,20.878063214641863,1.7042801556420233,[6  0  4  0  1  3  2  6  5  5]
185,265,3487,1513,113.6015325670498,20.856329889759017,1.7203065134099618,[6  0  4  0  1  3  2  6  5  5]
186,270,3494,1506,115.1923076923077,20.899835797860366,1.7346153846153847,[6  0  4  0  1  3  2  6  5  5]
187,275,3493,1507,112.95112781954887,21.009824554549365,1.7481203007518797,[6  0  4  0  1  3  2  6  5  5]
188,281,3484,1516,111.96296296296296,21.208575598867526,1.7222222222222223,[6  0  4  0  1  3  2  6  5  5]
189,284,3486,1514,110.96363636363637,21.255283643998894,1.7418181818181817,[5  3  3  4  0  0  3  4  4  3]
190,288,3485,1515,109.32142857142857,21.34014278984076,1.7285714285714286,[5  3  3  4  0  0  3  4  4  3]
191,289,3476,1524,109.34163701067615,21.367353619876603,1.7544483985765125,[5  3  3  4  0  0  3  4  4  3]
192,289,3474,1526,108.6140350877193,21.3645346535758,1.7719298245614035,[5  3  3  4  0  0  3  4  4  3]
193,293,3477,1523,108.6013986013986,21.356473739984065,1.7832167832167831,[5  3  3  4  0  0  3  4  4  3]
194,290,3474,1526,109.0701754385965,21.493055713016904,1.7894736842105263,[5  3  3  4  0  0  3  4  4  3]
195,292,3474,1526,110.26501766784452,21.68089047760085,1.802120141342756,[5  3  3  4  0  0  3  4  4  3]
196,289,3463,1537,110.17605633802818,21.758085678687635,1.8028169014084507,[5  3  3  4  0  0  3  4  4  3]
197,291,3452,1548,111.82624113475177,21.843839983598436,1.7943262411347518,[5  3  3  4  0  0  3  4  4  3]
198,290,3447,1553,111.93661971830986,22.050499131264896,1.7640845070422535,[5  3  3  4  0  0  3  4  4  3]
199,290,3455,1545,112.87985865724382,22.190180462514785,1.7703180212014133,[5  3  3  4  0  0  3  4  4  3]
200,296,3459,1541,111.96491228070175,22.177302335022787,1.7824561403508772,[5  3  3  4  0  0  3  4  4  3]
201,307,3464,1536,110.08620689655173,22.23900221360624,1.8,[5  3  3  4  0  0  3  4  4  3]
